texto,rotulo
"Carnes boas e bom atendimento. Porém, pelo mesmo preço, você pode ir ao Barbacoa que oferece maior variedade de carnes e de melhor qualidade. Sobremesa de pudim é muito boa!",-1
Wifi: nbsteak14,0
"Melhor carne, em sistema de rodízio, que já comi em sp. As saladas são boas mas tem muito pouca variedade. O sistema é incomodo, não existe sinalização para parar de trazer carnes.",1
"Bonito, bons cortes, mas não vale o preço. Não tem muita variedade, não tem buffet de saladas e os garçons precisam ser melhor treinados.",-1
Pelo preço e aparência deixa um pouco a desejar. Tanto no sabor como no serviço.,-1
"Não voltarei. Artificial demais, perdeu-se completamente o conceito do autentico rodízio. As carnes são OK, nada muito espetaculoso, poucas variedades que nunca chegam a tempo. Péssimo serviço.",-1
Apesar de ter um ambiente suntuoso... Não achei assim tão bom... Faltou o buffet de saladas e uma fruta para completar a excelente variedade de carnes...,-1
"Era uma Montana Grill. Mudou de nome, proposta e conseguiu ser pior em tudo. De quinta.",-1
Como experiência gastronômica deixou a desejar. O ambiente é bom e organizado. Bom sistema de degustação. #ixirango,0
"Comida boa, porem pra quem come pouco nao compensa !",-1
"A pizza e muito boa, mas cara!",-1
Comida boa dentro das opções oferecidas...,0
"Comida de qualidade, mas ambiente confuso e correria de garçons que quase esbarram em você! Disposição das mesas deixam a sensação de andar num labirinto para chegar até o buffet",-1
"Não espalhem, mas ouvi rumores de que haverá Delivery no Subway Matilds. Ouvi da própria gerência ^^ O que acham?",0
Bom atendimento! O estacionamento é ruim... mas compensa!,1
Mto bom. Porém recomendo evitar horário de saída dos alunos das escolas do entorno da loja (13 e 14h). Nesse horário costuma ficar mto cheio e o atendimento deixa a desejar pq o espaço interno é pq...,1
"Um lugar bacana e dentro do padrão da franquia, onde você acha que está comendo comida saudável só que não",-1
"Muita fritura... Pedimos um salmão grelhado que é por fora , ou seja, cardápio. Limonada suíça muito boa.",1
"Padaria orgânica com boas receitas, pães saborosos e sanduíches interessantes. O de pernil com abacaxi no ciabatta com alecrim estava ótimo! Difícil é digerir os preços... Precisa ser tão caro?",1
"É um dos poucos lugares onde se encontra pães integrais de verdade, todos muito gostosos, além de lanches e café de primeira. Mas como tudo no Itaim, isso tem um preço. Alto, claro.",1
"""Boa"" queijo branco com tomate no pão de castanha do pará. Padaria gourmet com clima de café europeu. Bom no final de semana, após esporte! Mas o atendimento precisa acompanhar o movimento.",1
"Ligamos no sabado a noite e aceitaram reserva p/ domingo de manha para 4 pessoas, mas chegando la disseram q nao aceitavam reservas no domingo e que nada estava registrado. E s/ mesas disponiviveis..",-1
"Pain au chocolat delicioso, bolo de laranja ótimo (o de cenoura é bom, mas não tanto). Atendimento esforçado, apesar da padaria estar cheia no domingo de manhã. Preços meio absurdos.",1
Lugar lindo e bem arrumado. Cardápio ótimo. Mas fiquei sentado quinze longos minutos até que alguém viesse limpar a mesa dos clientes anteriores e me dar o cardápio... e olha que eu pedi!,1
"O lugar é bonito, com pegada gringa. Quase bacana. Cardapio com saladas, pizzas, sanduiches, cafés! Ufa! Croissant de pasta de atum com guaca-mole: mistura exagerada de tudo.",-1
"O Steak au Poivre é diferente: o filé mignon vem coberto com um molho e pimenta-do-reino em grão. O prato é bom, principalmente pelo risoto de cogumelo, mas prefiro a versão clássica.",0
"Boa opção de feijoada aos sábados. Além do buffet completo, as entradinhas abrem bem os trabalhos. Chopp bem tirado e chorinho bem tocado. Não será a melhor da sua vida, porém vale o repeteco.",1
"O lugar é bonito e tem estilo, mas o atendimento não é dos melhores! Os pedidos demoram e os pratos possuem mais apresentação do que gosto! Talvez o forte seja os drinks, que aparentemente são bons!",-1
Como uma padaria desse porte só tem adoçante líquido e não tem adoçante de saquinho? Pelamor! É muita pão durice!,-1
"Ja fui algumas vezes, preço bom e gastronomia de qualidade, mais ainda prefiro CEPAM, MARIA LOUCA, BENJAMIM ABRAHÃO e MARENGO essas sim diversidades e qualidade gastronômica total!!!!",-1
"Estamos em 2013 e ""o wireless é liberado apenas para o sistema da casa""...",-1
"Mesas vazias dentro, fila de espera gigante lá fora. Atendimento ruim, mesas ridículas de pequenas, sem espaço para as pernas. Se vc conseguir abstrair tudo isso, a comida vale a pena.",-1
"Muito bom!!! Mas a fila de espera (ao menos no sábado a noite) é enorme, então evite chegar com muita fome! Rs. O milkshake de baunilha crocante é uma delicia!",1
"O atend. continua bom, porém o preço triplicou em menos de 4 anos e a qualidade caiu mto. Pra quem gosta de um bom hamburger visite o Sujinho e também o Butcher's Market os melhores de São Paulo!",-1
"O lugar é tão aconchegante e o cardap o  tão saboroso que é preciso experimentar todas as refeições lá, do café da manhã ao jantar. Os doces americanos são enloquecedores. Difícil escolher um só",1
"Lugar lindo, bem decorado , ótimo atendimento e pratos maravilhosos . O Bacana é que sempre inovam no cardápio, e sempre acertam! Só acho que poderiam abrir para o jantar não somente na quinta .",1
"As sobremesas: bolo Red Velvet - muito bom, mas ainda prefiro o da SOS Cupcakes - bolinho de doce de banana com doce de leite - achei a melhor das três! - e Brownie de alpino - chocolatras de plantão",1
"O lugar mais lindo e fofo que existe no mundo! Comi uma torta de blueberry com sorvete! Muito bom! Já o suco Joy que ela chamam de ""leve""= calórico e não vale a pena.",1
"A decoração e o atendimento encantam! Ótimo local para ocasiões especiais e família. As refeições são extremamente saborosas, mas as sobremesas não conseguem superar seus concorrentes!",1
"Bolo Red Velvet é muito gostoso, mas pode servir 2 pessoas, pois é grande! Café Illy muito bem tirado e cremosissimo! Nao curti o bolo de chocolate branco c/ framboesa, achei pesado e muito doce.",1
"Muita fila de espera, mas os doces são gostosos. Não sei se vale a espeta, pois tem outros lugares com qualidade equivalente pela cidade. O cheesecake e frutas vermelhas é ótimo.",-1
"Lugar aconchegante!!! Pratos e doces que não existem na região, quiçá  nos jardins em Sampa!!! Agora só falta trazer uns cafés especiais e utilizar métodos como por exemplo aeropress e coado na hario!",1
"Local apaixonante, comida muito boa mas sempre lotado, filas e filas de espera...outro dia cheguei 9h em um domingo para conseguir me deliciar com tudo! Melhor cafeteria de Sp, vai por mim.",1
"O salmão parece truta e a truta, salmão. Péssimo, congelado, e caro. Não perca tempo.",-1
Péssimo! Atendimento e comida muito ruins. Com certeza a pior franquia do Gendai q já fui! Não recomendo!,-1
"Se estiver na guerra, vale a pena, arrume uma mesa primeiro.",-1
"Desisti do peixe cru: caro, parco e ruim. Nao recomendo o shimeji pelo mesmo motivo. To tentando o chicken Domburi. Wish me luck",-1
"De verdade nao vale a pena e um japonês , mas comida japonesa para mim e artesanal e ali e muito fast food .",-1
"Sempre demora, sempre da problema no caixa",-1
O único problema é o atendimento que é ruim.,-1
Digamos que esse seja o pior temaki que eu já comi.,-1
"Sushi/temamos horríveis, pratos quentes como o Chicken Domburi valem a pena!",1
"Péssimo, cardápio bom porém quando vem a mesa surpreende de tão ruim peixes passados pratos mal feitos e horríveis pela 3° vez em 3 lugares diferentes !!! Já foi melhor mas agora...",-1
"NUNCA pessam Noodles eles não usam o Macarrão correto, parece Spaghetti normal!!!",-1
atendimento podia ser melhor... MUITO melhor,-1
"Prefiro o Gendai do shopping morumbi, o gosto da comida é melhor",-1
Puta demora pra chegar o pedido,-1
Caro demais como tudo aqui,-1
Infelizmente a comida estava ruim. Sou grato por ter o que comer mas neste preço e qualidade vou demorar a voltar,-1
Apenas chicken domburi é bom. Peixe cru ruim e caro.,-1
"Para não dizer que o chá verde é cortesia eles cobram R$0,01, mas sempre vale a pena. Peça. :)",1
"Tá quase sempre cheio porque o lugar é pequeno, mas vale a pena esperar um pouquinho! O  burrito é muito bom e a porção de nachos serve dois tranquilo... E sourcream pra acompanhar 😍",1
"O Burro Texano é o melhor, mas também vale a pena provar o Supremo e o Max Tolloco. O taco de chilli é muito bom. Prestem atenção com seus pedidos, porque os funcionários são dispersos e se confundem",1
"A comida é bem gostosa! Pedi o combo médio de burrito veggie grill com guacamole e frijoles, além de nachos com sour cream, e saí bem satisfeita! O ambiente não é muito bom, mas o preço é ótimo.",1
"O ambiente é largadão, simples e despojado - bem Augusta -  a comida é OK. Não é o tipo de lugar que indicaria de primeira. Mas, se estiver passando e quiser um burrito, vale passar lá. Preço OK.",1
Os combos são uma ótima pedida porém não recomendo o molho de Cheddar... Tudo muito gostoso exceto as pessoas estranhas que atrapalham o clima pedindo pra sentar na mesma mesa... hahaha,1
"Atendimento simpático, mas um pouco sem graça a comida espera mais pela pontuação. Com certeza o pessoal entende pouco dos sabores e temperos mexicanos. Nem tudo é pimenta .. Suave e pouco condimento",-1
"Acabei de comer o pior burrito da minha vida! O Polloloco(já comi outros aki) se gosta de comida mexicana não recomendo, agora se quer dar uma de moderninho da comida mexicana, buena suerte cabron!",-1
Só não vale a pena o taco de chocolate pq ele escorre todo pra fora e fica sem nada. Ainda sim o lugar é ótimo e o sabor também! Aprovado o fast food mexicano!,1
"Não está na minha lista de prediletos, mas a dica vale para aquele dia que deseja comer algo diferente do trivial na noite paulistana. Prefira o chilli.",1
"Há algo errado quando você pede um combinado e a coisa mais saborosa dele é a Coca-Cola. De lata. Guacamole sem graça, Burrito é uma bomba de cheddar. Peço perdão ao meu corpo pelo atentado cometido.",-1
"Carnita loca é violento, queima ate a alma! O espaço é pequeno, o atendimento ruim e a música é péssima. Mas a comida compensa toda e qualquer coisa! Adoro :)",1
"Atendimento péssimo, cozinheiro relaxado, pedi um burrito vegetariano que veio com CARNE MOÍDA, fui reclamar e o cozinheiro disse "" Ué o pedido ta certo, só caiu um pouco de carne no meio"",NUNCA MAIS!",-1
"O q aconteceu? Um dos melhores burritos que eu já tinha comido se transformou em um bolotinha gelada, com bacon duro e cheia de pimenta que eu não pedi! :S",-1
"O andar de cima é bacana, mas meio esquecido. Não acho certo aguardar a senha no andar de cima e ter de subir e descer escada pra pegar sua comida.",-1
"Nojento!! Pegam em vassoura, saco de lixo e outras sem trocarem a luva na qual pegam os ingredientes! O rapaz colocou água na cuba com um balde nojento que escorria água suja nos ingredientes #nojento",-1
"O ambiente é bom pra quem curte o clima de ""largado"" da Augusta. Sinceramente, não achei tudo o que falam. Los 3 amigos vale mais a pena",-1
"Se estiver com fome acima do razoável, os combos valem a pena. Achei um pouco salgado, não o preço, o burrito mesmo, mas deve ter sido algo do dia.",1
"O yakissoba é sensacional, mas a mulher, que parece ser a dona, é tão grossa e mal educada com os funcionários que o ambiente se torna desagradável.",-1
"China in box é melhor, achei sem sal...",-1
"Yakissoba bem preparado e muito saboroso, a única coisa que incomoda é a casca no camarão.",1
O yakissoba vale muito a pena! Mas nunca vi um atendente mais grosso e mal humorado. Volto só pela comida MESMO!,-1
Atendimento péssimo. Parece que estamos fazendo um favor em comer neste restaurante.,-1
"O yak e ótimo mto bem servido o especial de camarão é a melhor pedida!!! Vale a pena mesmo com o menino ""seco"" q atende !!!",1
"Comida boa,mas péssimo atendimento!",1
Parece meio sujinho mas e super honesto. De yaksobra nao tem nada. Recomendo. :-),1
Péssimo! Um dos piores Yakissobas!,-1
O meu yakissoba de camarão veio com 2 camarões. Corram pra longe daqui!,-1
"O yakissoba tradicional é bom e a um preço justo. O pequeno compensa no delivery (eficiente), mas vem em menor quantidade no restaurante. Os acompanhamentos são caros. Falta carisma no atendimento.",1
Do pequeno salão de apenas duas mesas é possível observar uma única panela wok onde são preparados os yakissobas —  é preciso ter um pouco de paciência se o lugar estiver movimentado.  Tem DELIVERY $,1
Só pedi duas vezes nesse lugar e NAS DUAS VEZES não chegou. WTF?,-1
"Não é light, mas é uma delícia....",1
ai yaki da vila. vou provar o guioza,0
"Bolo + Cappuccino por 4,8!",0
De casa nova! Px ao America e Owan,0
"Cadeiras e mesas capengas, mesas sujas e a dona parece que nem olha na sua cara, afinal, mesmo que ela esteja na sua frente ela não está lá para atender. Um café custa R$ 4!!",-1
"Café caro e não tem todo o sabor que deveria pelo valor cobrado, mas não é um cafe ruim.",-1
"O espresso Opera é delicioso. (Ja escreveram isso aqui, mas precisava de uma desculpa pra escrever espresso corretamente)",1
"Provei só o Tango, mas achei tão bom que nem sei se arriscarei outros.",1
